INPUT:image	OUTPUT:result	OUTPUT:first_answer	GOLDEN:result	GOLDEN:first_answer	HINT:text	HINT:default_language	ASSIGNMENT:link	ASSIGNMENT:task_id	ASSIGNMENT:assignment_id	ASSIGNMENT:task_suite_id	ASSIGNMENT:worker_id	ASSIGNMENT:status	ASSIGNMENT:started	ASSIGNMENT:submitted	ACCEPT:verdict	ACCEPT:comment
https://i.ibb.co/qsPq9DV/Andrena-fulva-24752696-1-easy.jpg	fulva	"""fulva"""	fulva				https://platform.toloka.ai/task/42741613/00028c2f6d--65b0e2026ee6ba6cf9630628	d8c1285d-4ee9-4729-872d-0ed69ad57274	00028c2f6d--65b0e2026ee6ba6cf9630628	00028c2f6d--65b0dfd2f10a2957364172ee	4d7c44c901ed581d139e376573b37a82	APPROVED	2024-01-24T10:10:10.865	2024-01-24T10:15:44.445	+	
https://i.ibb.co/n8DXKnf/Andrena-flavipes-74766389-2-hard-corr.jpg	bicolor	"""bicolor"""	flavipes				https://platform.toloka.ai/task/42741613/00028c2f6d--65b0e2026ee6ba6cf9630628	78abf9c4-8ec7-47ef-b98b-4b63b9f30630	00028c2f6d--65b0e2026ee6ba6cf9630628	00028c2f6d--65b0dfd2f10a2957364172ee	4d7c44c901ed581d139e376573b37a82	APPROVED	2024-01-24T10:10:10.865	2024-01-24T10:15:44.445	+	
https://i.ibb.co/hd9s7Br/Andrena-flavipes-70512188-3-hard-corr.jpg	fulva	"""fulva"""	flavipes				https://platform.toloka.ai/task/42741613/00028c2f6d--65b0e2026ee6ba6cf9630628	5f18be46-560b-4173-a1ea-beed1246eff7	00028c2f6d--65b0e2026ee6ba6cf9630628	00028c2f6d--65b0dfd2f10a2957364172ee	4d7c44c901ed581d139e376573b37a82	APPROVED	2024-01-24T10:10:10.865	2024-01-24T10:15:44.445	+	
https://i.ibb.co/9gyjL4s/Andrena-fulva-71290622-1-easy.jpg	fulva	"""fulva"""	fulva				https://platform.toloka.ai/task/42741613/00028c2f6d--65b0e2026ee6ba6cf9630628	fffb6f9e-4943-4bbf-8ec1-e155fe249739	00028c2f6d--65b0e2026ee6ba6cf9630628	00028c2f6d--65b0dfd2f10a2957364172ee	4d7c44c901ed581d139e376573b37a82	APPROVED	2024-01-24T10:10:10.865	2024-01-24T10:15:44.445	+	
https://i.ibb.co/f0K9SkM/Andrena-bicolor-39748872-3-easy.jpg	flavipes	"""flavipes"""	bicolor				https://platform.toloka.ai/task/42741613/00028c2f6d--65b0e2026ee6ba6cf9630628	420c6ce6-1e97-490f-9436-80d82f2a9e98	00028c2f6d--65b0e2026ee6ba6cf9630628	00028c2f6d--65b0dfd2f10a2957364172ee	4d7c44c901ed581d139e376573b37a82	APPROVED	2024-01-24T10:10:10.865	2024-01-24T10:15:44.445	+	
https://i.ibb.co/R3nHyDM/Andrena-bicolor-40186737-3-easy.jpg	flavipes	"""flavipes"""	bicolor				https://platform.toloka.ai/task/42741613/00028c2f6d--65b0e2026ee6ba6cf9630628	d0e21dbc-bcaa-4ee7-89f6-b75778a63072	00028c2f6d--65b0e2026ee6ba6cf9630628	00028c2f6d--65b0dfd2f10a2957364172ee	4d7c44c901ed581d139e376573b37a82	APPROVED	2024-01-24T10:10:10.865	2024-01-24T10:15:44.445	+	
https://i.ibb.co/rs1yXcm/Andrena-fulva-20995537-1-easy.jpg	bicolor	"""bicolor"""	fulva				https://platform.toloka.ai/task/42741613/00028c2f6d--65b0e2026ee6ba6cf9630628	d6b0820e-faf9-4514-9e65-9009bce522f0	00028c2f6d--65b0e2026ee6ba6cf9630628	00028c2f6d--65b0dfd2f10a2957364172ee	4d7c44c901ed581d139e376573b37a82	APPROVED	2024-01-24T10:10:10.865	2024-01-24T10:15:44.445	+	
https://i.ibb.co/dfZb8j6/Andrena-fulva-25074448-1-hard-corr.jpg	fulva	"""fulva"""	fulva				https://platform.toloka.ai/task/42741613/00028c2f6d--65b0e2026ee6ba6cf9630628	922f0eec-dd4a-4910-a4a6-b1b127c82863	00028c2f6d--65b0e2026ee6ba6cf9630628	00028c2f6d--65b0dfd2f10a2957364172ee	4d7c44c901ed581d139e376573b37a82	APPROVED	2024-01-24T10:10:10.865	2024-01-24T10:15:44.445	+	
https://i.ibb.co/0MvjzQn/Andrena-flavipes-75178065-1-hard-wrong.jpg	bicolor	"""bicolor"""	flavipes				https://platform.toloka.ai/task/42741613/00028c2f6d--65b0e2026ee6ba6cf9630628	c4786745-e024-47d0-8615-396f1a664599	00028c2f6d--65b0e2026ee6ba6cf9630628	00028c2f6d--65b0dfd2f10a2957364172ee	4d7c44c901ed581d139e376573b37a82	APPROVED	2024-01-24T10:10:10.865	2024-01-24T10:15:44.445	+	
https://i.ibb.co/JyXq5Hn/Andrena-fulva-83947290-1-hard-wrong.jpg	fulva	"""fulva"""	fulva				https://platform.toloka.ai/task/42741613/00028c2f6d--65b0e2026ee6ba6cf9630628	2cf045fe-720b-4710-9872-c791ef1aece4	00028c2f6d--65b0e2026ee6ba6cf9630628	00028c2f6d--65b0dfd2f10a2957364172ee	4d7c44c901ed581d139e376573b37a82	APPROVED	2024-01-24T10:10:10.865	2024-01-24T10:15:44.445	+	
