success,timeout,failed_images,failed_audio,failed_video,trial_type,trial_index,time_elapsed,internal_node_id,run_id,condition,recorded_at,source_code_version,user_agent,device,browser,browser_version,platform,platform_version,rt,response,task,correct_response,correct,pred_class,pred_concept,question_order
,,,,,image-button-response,26,357750,0.0-6.0-1.4,167,1,2023-03-17 15:11:55,27d22b55943edf8b2830e96048e50989,"Mozilla/5.0 (Linux; Android 11; SM-A505GT) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/101.0.4951.41 Mobile Safari/537.36 (Ecosia android@101.0.4951.41)",WebKit,Chrome,101.0.4951.41,AndroidOS,11,11514,0,response_pred,Andrena bicolor,TRUE,Andrena bicolor,it is fuzzy dark orange and it has a smooth shiny dark brown texture,
,,,,,html-keyboard-response,27,358256,0.0-6.0-0.5,167,1,2023-03-17 15:11:55,27d22b55943edf8b2830e96048e50989,"Mozilla/5.0 (Linux; Android 11; SM-A505GT) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/101.0.4951.41 Mobile Safari/537.36 (Ecosia android@101.0.4951.41)",WebKit,Chrome,101.0.4951.41,AndroidOS,11,null,null,fixation,,,,,
,,,,,image-button-response,28,374508,0.0-6.0-1.5,167,1,2023-03-17 15:11:55,27d22b55943edf8b2830e96048e50989,"Mozilla/5.0 (Linux; Android 11; SM-A505GT) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/101.0.4951.41 Mobile Safari/537.36 (Ecosia android@101.0.4951.41)",WebKit,Chrome,101.0.4951.41,AndroidOS,11,16231,2,response_pred,Andrena fulva,TRUE,Andrena fulva,it is fuzzy dark orange and it has a smooth shiny dark brown texture,
,,,,,html-button-response,29,381846,0.0-7.0,167,1,2023-03-17 15:11:55,27d22b55943edf8b2830e96048e50989,"Mozilla/5.0 (Linux; Android 11; SM-A505GT) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/101.0.4951.41 Mobile Safari/537.36 (Ecosia android@101.0.4951.41)",WebKit,Chrome,101.0.4951.41,AndroidOS,11,7324,0,,,,,,
,,,,,html-keyboard-response,30,382102,0.0-8.0-0.0,167,1,2023-03-17 15:11:55,27d22b55943edf8b2830e96048e50989,"Mozilla/5.0 (Linux; Android 11; SM-A505GT) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/101.0.4951.41 Mobile Safari/537.36 (Ecosia android@101.0.4951.41)",WebKit,Chrome,101.0.4951.41,AndroidOS,11,null,null,fixation,,,,,
,,,,,image-button-response,31,397375,0.0-8.0-1.0,167,1,2023-03-17 15:11:55,27d22b55943edf8b2830e96048e50989,"Mozilla/5.0 (Linux; Android 11; SM-A505GT) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/101.0.4951.41 Mobile Safari/537.36 (Ecosia android@101.0.4951.41)",WebKit,Chrome,101.0.4951.41,AndroidOS,11,15253,2,response_2,Bombus pratorum,FALSE,,,
,,,,,html-keyboard-response,32,397884,0.0-8.0-0.1,167,1,2023-03-17 15:11:55,27d22b55943edf8b2830e96048e50989,"Mozilla/5.0 (Linux; Android 11; SM-A505GT) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/101.0.4951.41 Mobile Safari/537.36 (Ecosia android@101.0.4951.41)",WebKit,Chrome,101.0.4951.41,AndroidOS,11,null,null,fixation,,,,,
,,,,,image-button-response,33,411484,0.0-8.0-1.1,167,1,2023-03-17 15:11:55,27d22b55943edf8b2830e96048e50989,"Mozilla/5.0 (Linux; Android 11; SM-A505GT) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/101.0.4951.41 Mobile Safari/537.36 (Ecosia android@101.0.4951.41)",WebKit,Chrome,101.0.4951.41,AndroidOS,11,13535,5,response_2,Andrena flavipes,FALSE,,,
,,,,,html-keyboard-response,34,412243,0.0-8.0-0.2,167,1,2023-03-17 15:11:55,27d22b55943edf8b2830e96048e50989,"Mozilla/5.0 (Linux; Android 11; SM-A505GT) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/101.0.4951.41 Mobile Safari/537.36 (Ecosia android@101.0.4951.41)",WebKit,Chrome,101.0.4951.41,AndroidOS,11,null,null,fixation,,,,,
,,,,,image-button-response,35,429986,0.0-8.0-1.2,167,1,2023-03-17 15:11:55,27d22b55943edf8b2830e96048e50989,"Mozilla/5.0 (Linux; Android 11; SM-A505GT) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/101.0.4951.41 Mobile Safari/537.36 (Ecosia android@101.0.4951.41)",WebKit,Chrome,101.0.4951.41,AndroidOS,11,17681,4,response_2,Bombus lucorum,TRUE,,,
,,,,,html-keyboard-response,36,430744,0.0-8.0-0.3,167,1,2023-03-17 15:11:55,27d22b55943edf8b2830e96048e50989,"Mozilla/5.0 (Linux; Android 11; SM-A505GT) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/101.0.4951.41 Mobile Safari/537.36 (Ecosia android@101.0.4951.41)",WebKit,Chrome,101.0.4951.41,AndroidOS,11,null,null,fixation,,,,,
,,,,,image-button-response,37,439187,0.0-8.0-1.3,167,1,2023-03-17 15:11:55,27d22b55943edf8b2830e96048e50989,"Mozilla/5.0 (Linux; Android 11; SM-A505GT) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/101.0.4951.41 Mobile Safari/537.36 (Ecosia android@101.0.4951.41)",WebKit,Chrome,101.0.4951.41,AndroidOS,11,8386,0,response_2,Andrena bicolor,TRUE,,,
,,,,,html-keyboard-response,38,439693,0.0-8.0-0.4,167,1,2023-03-17 15:11:55,27d22b55943edf8b2830e96048e50989,"Mozilla/5.0 (Linux; Android 11; SM-A505GT) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/101.0.4951.41 Mobile Safari/537.36 (Ecosia android@101.0.4951.41)",WebKit,Chrome,101.0.4951.41,AndroidOS,11,null,null,fixation,,,,,
,,,,,image-button-response,39,448190,0.0-8.0-1.4,167,1,2023-03-17 15:11:55,27d22b55943edf8b2830e96048e50989,"Mozilla/5.0 (Linux; Android 11; SM-A505GT) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/101.0.4951.41 Mobile Safari/537.36 (Ecosia android@101.0.4951.41)",WebKit,Chrome,101.0.4951.41,AndroidOS,11,8473,2,response_2,Andrena bicolor,FALSE,,,
,,,,,html-keyboard-response,40,448698,0.0-8.0-0.5,167,1,2023-03-17 15:11:55,27d22b55943edf8b2830e96048e50989,"Mozilla/5.0 (Linux; Android 11; SM-A505GT) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/101.0.4951.41 Mobile Safari/537.36 (Ecosia android@101.0.4951.41)",WebKit,Chrome,101.0.4951.41,AndroidOS,11,null,null,fixation,,,,,
,,,,,image-button-response,41,459534,0.0-8.0-1.5,167,1,2023-03-17 15:11:55,27d22b55943edf8b2830e96048e50989,"Mozilla/5.0 (Linux; Android 11; SM-A505GT) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/101.0.4951.41 Mobile Safari/537.36 (Ecosia android@101.0.4951.41)",WebKit,Chrome,101.0.4951.41,AndroidOS,11,10767,4,response_2,Bombus pratorum,FALSE,,,
,,,,,html-button-response,42,464638,0.0-9.0,167,1,2023-03-17 15:11:55,27d22b55943edf8b2830e96048e50989,"Mozilla/5.0 (Linux; Android 11; SM-A505GT) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/101.0.4951.41 Mobile Safari/537.36 (Ecosia android@101.0.4951.41)",WebKit,Chrome,101.0.4951.41,AndroidOS,11,5093,0,,,,,,
,,,,,survey-multi-choice,43,501197,0.0-10.0,167,1,2023-03-17 15:11:55,27d22b55943edf8b2830e96048e50989,"Mozilla/5.0 (Linux; Android 11; SM-A505GT) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/101.0.4951.41 Mobile Safari/537.36 (Ecosia android@101.0.4951.41)",WebKit,Chrome,101.0.4951.41,AndroidOS,11,36528,"{""support_exp"":""neutral"",""causal_exp"":""somewhat disagree"",""know_exp"":""somewhat disagree"",""understand_exp"":""somewhat agree""}",,,,,,"[0,1,2,3]"
,,,,,html-button-response,44,502560,0.0-11.0,167,1,2023-03-17 15:11:55,27d22b55943edf8b2830e96048e50989,"Mozilla/5.0 (Linux; Android 11; SM-A505GT) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/101.0.4951.41 Mobile Safari/537.36 (Ecosia android@101.0.4951.41)",WebKit,Chrome,101.0.4951.41,AndroidOS,11,1325,0,,,,,,
TRUE,FALSE,[],[],[],preload,0,1217,0.0-0.0,22,1,2023-03-15 17:03:01,27d22b55943edf8b2830e96048e50989,"Mozilla/5.0 (Linux; Android 11; M2103K19G) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/111.0.0.0 Mobile Safari/537.36",WebKit,Chrome,111.0.0.0,AndroidOS,11,,,,,,,,
,,,,,html-button-response,1,5839,0.0-1.0,22,1,2023-03-15 17:03:01,27d22b55943edf8b2830e96048e50989,"Mozilla/5.0 (Linux; Android 11; M2103K19G) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/111.0.0.0 Mobile Safari/537.36",WebKit,Chrome,111.0.0.0,AndroidOS,11,4618,0,,,,,,
,,,,,html-button-response,2,33981,0.0-2.0,22,1,2023-03-15 17:03:01,27d22b55943edf8b2830e96048e50989,"Mozilla/5.0 (Linux; Android 11; M2103K19G) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/111.0.0.0 Mobile Safari/537.36",WebKit,Chrome,111.0.0.0,AndroidOS,11,28139,0,,,,,,
,,,,,html-button-response,3,192449,0.0-3.0,22,1,2023-03-15 17:03:01,27d22b55943edf8b2830e96048e50989,"Mozilla/5.0 (Linux; Android 11; M2103K19G) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/111.0.0.0 Mobile Safari/537.36",WebKit,Chrome,111.0.0.0,AndroidOS,11,158464,0,,,,,,
,,,,,html-keyboard-response,4,193730,0.0-4.0-0.0,22,1,2023-03-15 17:03:01,27d22b55943edf8b2830e96048e50989,"Mozilla/5.0 (Linux; Android 11; M2103K19G) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/111.0.0.0 Mobile Safari/537.36",WebKit,Chrome,111.0.0.0,AndroidOS,11,null,null,fixation,,,,,
,,,,,image-button-response,5,202450,0.0-4.0-1.0,22,1,2023-03-15 17:03:01,27d22b55943edf8b2830e96048e50989,"Mozilla/5.0 (Linux; Android 11; M2103K19G) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/111.0.0.0 Mobile Safari/537.36",WebKit,Chrome,111.0.0.0,AndroidOS,11,8649,2,response_1,Andrena bicolor,FALSE,,,
,,,,,html-keyboard-response,6,202706,0.0-4.0-0.1,22,1,2023-03-15 17:03:01,27d22b55943edf8b2830e96048e50989,"Mozilla/5.0 (Linux; Android 11; M2103K19G) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/111.0.0.0 Mobile Safari/537.36",WebKit,Chrome,111.0.0.0,AndroidOS,11,null,null,fixation,,,,,
,,,,,image-button-response,7,236784,0.0-4.0-1.1,22,1,2023-03-15 17:03:01,27d22b55943edf8b2830e96048e50989,"Mozilla/5.0 (Linux; Android 11; M2103K19G) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/111.0.0.0 Mobile Safari/537.36",WebKit,Chrome,111.0.0.0,AndroidOS,11,34047,1,response_1,Andrena flavipes,TRUE,,,
,,,,,html-keyboard-response,8,237537,0.0-4.0-0.2,22,1,2023-03-15 17:03:01,27d22b55943edf8b2830e96048e50989,"Mozilla/5.0 (Linux; Android 11; M2103K19G) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/111.0.0.0 Mobile Safari/537.36",WebKit,Chrome,111.0.0.0,AndroidOS,11,null,null,fixation,,,,,
,,,,,image-button-response,9,263507,0.0-4.0-1.2,22,1,2023-03-15 17:03:01,27d22b55943edf8b2830e96048e50989,"Mozilla/5.0 (Linux; Android 11; M2103K19G) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/111.0.0.0 Mobile Safari/537.36",WebKit,Chrome,111.0.0.0,AndroidOS,11,25965,3,response_1,Bombus lucorum,FALSE,,,
,,,,,html-keyboard-response,10,264018,0.0-4.0-0.3,22,1,2023-03-15 17:03:01,27d22b55943edf8b2830e96048e50989,"Mozilla/5.0 (Linux; Android 11; M2103K19G) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/111.0.0.0 Mobile Safari/537.36",WebKit,Chrome,111.0.0.0,AndroidOS,11,null,null,fixation,,,,,
,,,,,image-button-response,11,277380,0.0-4.0-1.3,22,1,2023-03-15 17:03:01,27d22b55943edf8b2830e96048e50989,"Mozilla/5.0 (Linux; Android 11; M2103K19G) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/111.0.0.0 Mobile Safari/537.36",WebKit,Chrome,111.0.0.0,AndroidOS,11,13330,3,response_1,Bombus hortorum,TRUE,,,
,,,,,html-keyboard-response,12,278139,0.0-4.0-0.4,22,1,2023-03-15 17:03:01,27d22b55943edf8b2830e96048e50989,"Mozilla/5.0 (Linux; Android 11; M2103K19G) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/111.0.0.0 Mobile Safari/537.36",WebKit,Chrome,111.0.0.0,AndroidOS,11,null,null,fixation,,,,,
,,,,,image-button-response,13,291876,0.0-4.0-1.4,22,1,2023-03-15 17:03:01,27d22b55943edf8b2830e96048e50989,"Mozilla/5.0 (Linux; Android 11; M2103K19G) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/111.0.0.0 Mobile Safari/537.36",WebKit,Chrome,111.0.0.0,AndroidOS,11,13707,4,response_1,Bombus hortorum,FALSE,,,
,,,,,html-keyboard-response,14,292634,0.0-4.0-0.5,22,1,2023-03-15 17:03:01,27d22b55943edf8b2830e96048e50989,"Mozilla/5.0 (Linux; Android 11; M2103K19G) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/111.0.0.0 Mobile Safari/537.36",WebKit,Chrome,111.0.0.0,AndroidOS,11,null,null,fixation,,,,,
,,,,,image-button-response,15,297953,0.0-4.0-1.5,22,1,2023-03-15 17:03:01,27d22b55943edf8b2830e96048e50989,"Mozilla/5.0 (Linux; Android 11; M2103K19G) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/111.0.0.0 Mobile Safari/537.36",WebKit,Chrome,111.0.0.0,AndroidOS,11,5289,0,response_1,Andrena bicolor,TRUE,,,
,,,,,html-button-response,16,306618,0.0-5.0,22,1,2023-03-15 17:03:01,27d22b55943edf8b2830e96048e50989,"Mozilla/5.0 (Linux; Android 11; M2103K19G) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/111.0.0.0 Mobile Safari/537.36",WebKit,Chrome,111.0.0.0,AndroidOS,11,8662,0,,,,,,
,,,,,html-keyboard-response,17,306874,0.0-6.0-0.0,22,1,2023-03-15 17:03:01,27d22b55943edf8b2830e96048e50989,"Mozilla/5.0 (Linux; Android 11; M2103K19G) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/111.0.0.0 Mobile Safari/537.36",WebKit,Chrome,111.0.0.0,AndroidOS,11,null,null,fixation,,,,,
,,,,,image-button-response,18,327571,0.0-6.0-1.0,22,1,2023-03-15 17:03:01,27d22b55943edf8b2830e96048e50989,"Mozilla/5.0 (Linux; Android 11; M2103K19G) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/111.0.0.0 Mobile Safari/537.36",WebKit,Chrome,111.0.0.0,AndroidOS,11,20662,1,response_pred,Andrena flavipes,TRUE,Andrena flavipes,it has a smooth shiny dark brown texture,
,,,,,html-keyboard-response,19,328330,0.0-6.0-0.1,22,1,2023-03-15 17:03:01,27d22b55943edf8b2830e96048e50989,"Mozilla/5.0 (Linux; Android 11; M2103K19G) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/111.0.0.0 Mobile Safari/537.36",WebKit,Chrome,111.0.0.0,AndroidOS,11,null,null,fixation,,,,,
,,,,,image-button-response,20,338789,0.0-6.0-1.1,22,1,2023-03-15 17:03:01,27d22b55943edf8b2830e96048e50989,"Mozilla/5.0 (Linux; Android 11; M2103K19G) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/111.0.0.0 Mobile Safari/537.36",WebKit,Chrome,111.0.0.0,AndroidOS,11,10432,2,response_pred,Andrena fulva,TRUE,Andrena fulva,it is fuzzy dark orange and it has a smooth shiny dark brown texture,
,,,,,html-keyboard-response,21,339297,0.0-6.0-0.2,22,1,2023-03-15 17:03:01,27d22b55943edf8b2830e96048e50989,"Mozilla/5.0 (Linux; Android 11; M2103K19G) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/111.0.0.0 Mobile Safari/537.36",WebKit,Chrome,111.0.0.0,AndroidOS,11,null,null,fixation,,,,,
,,,,,image-button-response,22,354187,0.0-6.0-1.2,22,1,2023-03-15 17:03:01,27d22b55943edf8b2830e96048e50989,"Mozilla/5.0 (Linux; Android 11; M2103K19G) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/111.0.0.0 Mobile Safari/537.36",WebKit,Chrome,111.0.0.0,AndroidOS,11,14856,4,response_pred,Bombus hortorum,FALSE,Bombus pratorum,it has fuzzy yellow and black stripes,
,,,,,html-keyboard-response,23,354946,0.0-6.0-0.3,22,1,2023-03-15 17:03:01,27d22b55943edf8b2830e96048e50989,"Mozilla/5.0 (Linux; Android 11; M2103K19G) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/111.0.0.0 Mobile Safari/537.36",WebKit,Chrome,111.0.0.0,AndroidOS,11,null,null,fixation,,,,,
,,,,,image-button-response,24,373681,0.0-6.0-1.3,22,1,2023-03-15 17:03:01,27d22b55943edf8b2830e96048e50989,"Mozilla/5.0 (Linux; Android 11; M2103K19G) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/111.0.0.0 Mobile Safari/537.36",WebKit,Chrome,111.0.0.0,AndroidOS,11,18703,3,response_pred,Bombus lucorum,FALSE,Bombus hortorum,it has fuzzy yellow and black stripes,
,,,,,html-keyboard-response,25,374441,0.0-6.0-0.4,22,1,2023-03-15 17:03:01,27d22b55943edf8b2830e96048e50989,"Mozilla/5.0 (Linux; Android 11; M2103K19G) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/111.0.0.0 Mobile Safari/537.36",WebKit,Chrome,111.0.0.0,AndroidOS,11,null,null,fixation,,,,,
,,,,,image-button-response,26,386531,0.0-6.0-1.4,22,1,2023-03-15 17:03:01,27d22b55943edf8b2830e96048e50989,"Mozilla/5.0 (Linux; Android 11; M2103K19G) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/111.0.0.0 Mobile Safari/537.36",WebKit,Chrome,111.0.0.0,AndroidOS,11,12083,0,response_pred,Andrena bicolor,TRUE,Andrena bicolor,it is fuzzy dark orange and it has a smooth shiny dark brown texture,
,,,,,html-keyboard-response,27,387290,0.0-6.0-0.5,22,1,2023-03-15 17:03:01,27d22b55943edf8b2830e96048e50989,"Mozilla/5.0 (Linux; Android 11; M2103K19G) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/111.0.0.0 Mobile Safari/537.36",WebKit,Chrome,111.0.0.0,AndroidOS,11,null,null,fixation,,,,,
,,,,,image-button-response,28,402185,0.0-6.0-1.5,22,1,2023-03-15 17:03:01,27d22b55943edf8b2830e96048e50989,"Mozilla/5.0 (Linux; Android 11; M2103K19G) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/111.0.0.0 Mobile Safari/537.36",WebKit,Chrome,111.0.0.0,AndroidOS,11,14857,0,response_pred,Bombus pratorum,FALSE,Bombus lucorum,it has fuzzy yellow and black stripes,
,,,,,html-button-response,29,406736,0.0-7.0,22,1,2023-03-15 17:03:01,27d22b55943edf8b2830e96048e50989,"Mozilla/5.0 (Linux; Android 11; M2103K19G) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/111.0.0.0 Mobile Safari/537.36",WebKit,Chrome,111.0.0.0,AndroidOS,11,4548,0,,,,,,
,,,,,html-keyboard-response,30,407242,0.0-8.0-0.0,22,1,2023-03-15 17:03:01,27d22b55943edf8b2830e96048e50989,"Mozilla/5.0 (Linux; Android 11; M2103K19G) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/111.0.0.0 Mobile Safari/537.36",WebKit,Chrome,111.0.0.0,AndroidOS,11,null,null,fixation,,,,,
,,,,,image-button-response,31,420942,0.0-8.0-1.0,22,1,2023-03-15 17:03:01,27d22b55943edf8b2830e96048e50989,"Mozilla/5.0 (Linux; Android 11; M2103K19G) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/111.0.0.0 Mobile Safari/537.36",WebKit,Chrome,111.0.0.0,AndroidOS,11,13665,5,response_2,Bombus pratorum,TRUE,,,
,,,,,html-keyboard-response,32,421450,0.0-8.0-0.1,22,1,2023-03-15 17:03:01,27d22b55943edf8b2830e96048e50989,"Mozilla/5.0 (Linux; Android 11; M2103K19G) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/111.0.0.0 Mobile Safari/537.36",WebKit,Chrome,111.0.0.0,AndroidOS,11,null,null,fixation,,,,,
,,,,,image-button-response,33,430388,0.0-8.0-1.1,22,1,2023-03-15 17:03:01,27d22b55943edf8b2830e96048e50989,"Mozilla/5.0 (Linux; Android 11; M2103K19G) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/111.0.0.0 Mobile Safari/537.36",WebKit,Chrome,111.0.0.0,AndroidOS,11,8905,5,response_2,Bombus pratorum,TRUE,,,
,,,,,html-keyboard-response,34,430641,0.0-8.0-0.2,22,1,2023-03-15 17:03:01,27d22b55943edf8b2830e96048e50989,"Mozilla/5.0 (Linux; Android 11; M2103K19G) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/111.0.0.0 Mobile Safari/537.36",WebKit,Chrome,111.0.0.0,AndroidOS,11,null,null,fixation,,,,,
,,,,,image-button-response,35,439019,0.0-8.0-1.2,22,1,2023-03-15 17:03:01,27d22b55943edf8b2830e96048e50989,"Mozilla/5.0 (Linux; Android 11; M2103K19G) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/111.0.0.0 Mobile Safari/537.36",WebKit,Chrome,111.0.0.0,AndroidOS,11,8371,2,response_2,Andrena fulva,TRUE,,,
,,,,,html-keyboard-response,36,439273,0.0-8.0-0.3,22,1,2023-03-15 17:03:01,27d22b55943edf8b2830e96048e50989,"Mozilla/5.0 (Linux; Android 11; M2103K19G) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/111.0.0.0 Mobile Safari/537.36",WebKit,Chrome,111.0.0.0,AndroidOS,11,null,null,fixation,,,,,
,,,,,image-button-response,37,444391,0.0-8.0-1.3,22,1,2023-03-15 17:03:01,27d22b55943edf8b2830e96048e50989,"Mozilla/5.0 (Linux; Android 11; M2103K19G) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/111.0.0.0 Mobile Safari/537.36",WebKit,Chrome,111.0.0.0,AndroidOS,11,5112,1,response_2,Andrena flavipes,TRUE,,,
,,,,,html-keyboard-response,38,445145,0.0-8.0-0.4,22,1,2023-03-15 17:03:01,27d22b55943edf8b2830e96048e50989,"Mozilla/5.0 (Linux; Android 11; M2103K19G) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/111.0.0.0 Mobile Safari/537.36",WebKit,Chrome,111.0.0.0,AndroidOS,11,null,null,fixation,,,,,
,,,,,image-button-response,39,449761,0.0-8.0-1.4,22,1,2023-03-15 17:03:01,27d22b55943edf8b2830e96048e50989,"Mozilla/5.0 (Linux; Android 11; M2103K19G) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/111.0.0.0 Mobile Safari/537.36",WebKit,Chrome,111.0.0.0,AndroidOS,11,4593,3,response_2,Bombus lucorum,FALSE,,,
,,,,,html-keyboard-response,40,450523,0.0-8.0-0.5,22,1,2023-03-15 17:03:01,27d22b55943edf8b2830e96048e50989,"Mozilla/5.0 (Linux; Android 11; M2103K19G) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/111.0.0.0 Mobile Safari/537.36",WebKit,Chrome,111.0.0.0,AndroidOS,11,null,null,fixation,,,,,
,,,,,image-button-response,41,463336,0.0-8.0-1.5,22,1,2023-03-15 17:03:01,27d22b55943edf8b2830e96048e50989,"Mozilla/5.0 (Linux; Android 11; M2103K19G) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/111.0.0.0 Mobile Safari/537.36",WebKit,Chrome,111.0.0.0,AndroidOS,11,12777,0,response_2,Andrena fulva,FALSE,,,
,,,,,html-button-response,42,467727,0.0-9.0,22,1,2023-03-15 17:03:01,27d22b55943edf8b2830e96048e50989,"Mozilla/5.0 (Linux; Android 11; M2103K19G) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/111.0.0.0 Mobile Safari/537.36",WebKit,Chrome,111.0.0.0,AndroidOS,11,4388,0,,,,,,
,,,,,survey-multi-choice,43,519924,0.0-10.0,22,1,2023-03-15 17:03:01,27d22b55943edf8b2830e96048e50989,"Mozilla/5.0 (Linux; Android 11; M2103K19G) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/111.0.0.0 Mobile Safari/537.36",WebKit,Chrome,111.0.0.0,AndroidOS,11,52186,"{""support_exp"":""somewhat agree"",""causal_exp"":""somewhat agree"",""know_exp"":""somewhat disagree"",""understand_exp"":""somewhat agree""}",,,,,,"[0,1,2,3]"
,,,,,html-button-response,44,521499,0.0-11.0,22,1,2023-03-15 17:03:01,27d22b55943edf8b2830e96048e50989,"Mozilla/5.0 (Linux; Android 11; M2103K19G) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/111.0.0.0 Mobile Safari/537.36",WebKit,Chrome,111.0.0.0,AndroidOS,11,1560,0,,,,,,
TRUE,FALSE,[],[],[],preload,0,400,0.0-0.0,23,1,2023-03-15 19:02:37,27d22b55943edf8b2830e96048e50989,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/111.0.0.0 Safari/537.36",WebKit,Chrome,111.0.0.0,Windows,10,,,,,,,,
,,,,,html-button-response,1,1442,0.0-1.0,23,1,2023-03-15 19:02:37,27d22b55943edf8b2830e96048e50989,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/111.0.0.0 Safari/537.36",WebKit,Chrome,111.0.0.0,Windows,10,1040,0,,,,,,
,,,,,html-button-response,2,36441,0.0-2.0,23,1,2023-03-15 19:02:37,27d22b55943edf8b2830e96048e50989,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/111.0.0.0 Safari/537.36",WebKit,Chrome,111.0.0.0,Windows,10,34998,0,,,,,,
,,,,,html-button-response,3,144057,0.0-3.0,23,1,2023-03-15 19:02:37,27d22b55943edf8b2830e96048e50989,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/111.0.0.0 Safari/537.36",WebKit,Chrome,111.0.0.0,Windows,10,107614,0,,,,,,
,,,,,html-keyboard-response,4,145817,0.0-4.0-0.0,23,1,2023-03-15 19:02:37,27d22b55943edf8b2830e96048e50989,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/111.0.0.0 Safari/537.36",WebKit,Chrome,111.0.0.0,Windows,10,null,null,fixation,,,,,
,,,,,image-button-response,5,193024,0.0-4.0-1.0,23,1,2023-03-15 19:02:37,27d22b55943edf8b2830e96048e50989,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/111.0.0.0 Safari/537.36",WebKit,Chrome,111.0.0.0,Windows,10,47196,5,response_1,Bombus hortorum,FALSE,,,
