INPUT:image	OUTPUT:result	OUTPUT:first_answer	GOLDEN:result	GOLDEN:first_answer	HINT:text	HINT:default_language	ASSIGNMENT:link	ASSIGNMENT:task_id	ASSIGNMENT:assignment_id	ASSIGNMENT:task_suite_id	ASSIGNMENT:worker_id	ASSIGNMENT:status	ASSIGNMENT:started	ASSIGNMENT:submitted	ACCEPT:verdict	ACCEPT:comment
https://i.ibb.co/n88chc6/2332528733-42134-emetica-easy.jpg	emetica	"""emetica"""	emetica				https://platform.toloka.ai/task/42725494/00028bf076--65a93d463c8c5b7eec9697ff	be084617-4405-4088-95c7-340ded294bd7	00028bf076--65a93d463c8c5b7eec9697ff	00028bf076--65a93baf555d693615f244e2	68ee52bdde1e4944f3440ee12911841f	APPROVED	2024-01-18T15:01:26.772	2024-01-18T15:06:22.896	+	
https://i.ibb.co/Gp7WQ5L/2816360336-282386-rosea-easy.jpg	paludosa	"""paludosa"""	rosea				https://platform.toloka.ai/task/42725494/00028bf076--65a93d463c8c5b7eec9697ff	f30e241b-0546-420b-98e8-56ca21a4ffe9	00028bf076--65a93d463c8c5b7eec9697ff	00028bf076--65a93baf555d693615f244e2	68ee52bdde1e4944f3440ee12911841f	APPROVED	2024-01-18T15:01:26.772	2024-01-18T15:06:22.896	+	
https://i.ibb.co/kDX7Q79/2238557145-181398-rosea-easy.jpg	paludosa	"""paludosa"""	rosea				https://platform.toloka.ai/task/42725494/00028bf076--65a93d463c8c5b7eec9697ff	3a9c88d4-4543-433b-a913-d9d0eb2ed365	00028bf076--65a93d463c8c5b7eec9697ff	00028bf076--65a93baf555d693615f244e2	68ee52bdde1e4944f3440ee12911841f	APPROVED	2024-01-18T15:01:26.772	2024-01-18T15:06:22.896	+	
https://i.ibb.co/VNJgtBg/2274829523-41010-paludosa-hard-corr.jpg	paludosa	"""paludosa"""	paludosa				https://platform.toloka.ai/task/42725494/00028bf076--65a93d463c8c5b7eec9697ff	e1556507-0b74-45e8-95a3-5135e48c2271	00028bf076--65a93d463c8c5b7eec9697ff	00028bf076--65a93baf555d693615f244e2	68ee52bdde1e4944f3440ee12911841f	APPROVED	2024-01-18T15:01:26.772	2024-01-18T15:06:22.896	+	
https://i.ibb.co/LQzyj7P/2238555200-180986-rosea-hard-wrong.jpg	rosea	"""rosea"""	rosea				https://platform.toloka.ai/task/42725494/00028bf076--65a93d463c8c5b7eec9697ff	7fb851be-06a6-4177-b13b-e77a0e7597e6	00028bf076--65a93d463c8c5b7eec9697ff	00028bf076--65a93baf555d693615f244e2	68ee52bdde1e4944f3440ee12911841f	APPROVED	2024-01-18T15:01:26.772	2024-01-18T15:06:22.896	+	
https://i.ibb.co/Yk65Fbr/2238191212-307191-emetica-hard-corr.jpg	paludosa	"""paludosa"""	emetica				https://platform.toloka.ai/task/42725494/00028bf076--65a93d463c8c5b7eec9697ff	135a0816-c41a-4507-a5dd-60e97b991b54	00028bf076--65a93d463c8c5b7eec9697ff	00028bf076--65a93baf555d693615f244e2	68ee52bdde1e4944f3440ee12911841f	APPROVED	2024-01-18T15:01:26.772	2024-01-18T15:06:22.896	+	
https://i.ibb.co/Vmzcg91/2238499128-22732-emetica-hard-wrong.jpg	rosea	"""rosea"""	emetica				https://platform.toloka.ai/task/42725494/00028bf076--65a93d463c8c5b7eec9697ff	c25a3fe7-1429-483c-9036-31d8963febb8	00028bf076--65a93d463c8c5b7eec9697ff	00028bf076--65a93baf555d693615f244e2	68ee52bdde1e4944f3440ee12911841f	APPROVED	2024-01-18T15:01:26.772	2024-01-18T15:06:22.896	+	
https://i.ibb.co/FY4fcG7/2238562101-256323-rosea-easy.jpg	emetica	"""emetica"""	rosea				https://platform.toloka.ai/task/42725494/00028bf076--65a93d463c8c5b7eec9697ff	3099b6d6-0a9d-4053-b5ce-846412762d81	00028bf076--65a93d463c8c5b7eec9697ff	00028bf076--65a93baf555d693615f244e2	68ee52bdde1e4944f3440ee12911841f	APPROVED	2024-01-18T15:01:26.772	2024-01-18T15:06:22.896	+	
https://i.ibb.co/4ZLQnz5/2238575020-184894-paludosa-easy.jpg	emetica	"""emetica"""	paludosa				https://platform.toloka.ai/task/42725494/00028bf076--65a93d463c8c5b7eec9697ff	70ed0a2a-1cc1-4656-a880-518f0ad7c2e5	00028bf076--65a93d463c8c5b7eec9697ff	00028bf076--65a93baf555d693615f244e2	68ee52bdde1e4944f3440ee12911841f	APPROVED	2024-01-18T15:01:26.772	2024-01-18T15:06:22.896	+	
https://i.ibb.co/FHw1VQ5/2427874875-195990-emetica-hard-corr.jpg	emetica	"""emetica"""	emetica				https://platform.toloka.ai/task/42725494/00028bf076--65a93d463c8c5b7eec9697ff	61558547-19af-42d1-875e-036163df3fba	00028bf076--65a93d463c8c5b7eec9697ff	00028bf076--65a93baf555d693615f244e2	68ee52bdde1e4944f3440ee12911841f	APPROVED	2024-01-18T15:01:26.772	2024-01-18T15:06:22.896	+	
