INPUT:image	OUTPUT:result	OUTPUT:first_answer	GOLDEN:result	GOLDEN:first_answer	HINT:text	HINT:default_language	ASSIGNMENT:link	ASSIGNMENT:task_id	ASSIGNMENT:assignment_id	ASSIGNMENT:task_suite_id	ASSIGNMENT:worker_id	ASSIGNMENT:status	ASSIGNMENT:started	ASSIGNMENT:submitted	ACCEPT:verdict	ACCEPT:comment
https://i.ibb.co/ZTKtfRq/Andrena-fulva-41818491-1-easy.jpg	fulva	"""fulva"""	fulva				https://platform.toloka.ai/task/42703863/00028b9bf7--659fb1278dfe8b62f2705c34	65c629d2-3a76-4fc6-b292-976f88f08bd0	00028b9bf7--659fb1278dfe8b62f2705c34	00028b9bf7--659e805a1fcbb54836cfa7a3	205bcb805c4693ca2c441d8067e23ad5	APPROVED	2024-01-11T09:13:11.891	2024-01-11T09:18:31.333	+	
https://i.ibb.co/f9rM9rH/Andrena-bicolor-72391501-4-hard.jpg	bicolor	"""bicolor"""	bicolor				https://platform.toloka.ai/task/42703863/00028b9bf7--659fb1278dfe8b62f2705c34	3130a051-e448-4359-8bc2-c00f1d95021d	00028b9bf7--659fb1278dfe8b62f2705c34	00028b9bf7--659e805a1fcbb54836cfa7a3	205bcb805c4693ca2c441d8067e23ad5	APPROVED	2024-01-11T09:13:11.891	2024-01-11T09:18:31.333	+	
https://i.ibb.co/M7Pfy5r/Andrena-fulva-101552423-1-easy.jpg	fulva	"""fulva"""	fulva				https://platform.toloka.ai/task/42703863/00028b9bf7--659fb1278dfe8b62f2705c34	93152126-67b6-4c02-a452-c25d199a3356	00028b9bf7--659fb1278dfe8b62f2705c34	00028b9bf7--659e805a1fcbb54836cfa7a3	205bcb805c4693ca2c441d8067e23ad5	APPROVED	2024-01-11T09:13:11.891	2024-01-11T09:18:31.333	+	
https://i.ibb.co/MV1vk9t/Andrena-bicolor-40186737-3-easy.jpg	flavipes	"""flavipes"""	bicolor				https://platform.toloka.ai/task/42703863/00028b9bf7--659fb1278dfe8b62f2705c34	37b60e72-7345-4def-9231-f325b4d49059	00028b9bf7--659fb1278dfe8b62f2705c34	00028b9bf7--659e805a1fcbb54836cfa7a3	205bcb805c4693ca2c441d8067e23ad5	APPROVED	2024-01-11T09:13:11.891	2024-01-11T09:18:31.333	+	
https://i.ibb.co/mcwCqHx/Andrena-bicolor-2799379-1-easy.jpg	bicolor	"""bicolor"""	bicolor				https://platform.toloka.ai/task/42703863/00028b9bf7--659fb1278dfe8b62f2705c34	b28d2933-9749-4540-84f0-1ae6e93bb744	00028b9bf7--659fb1278dfe8b62f2705c34	00028b9bf7--659e805a1fcbb54836cfa7a3	205bcb805c4693ca2c441d8067e23ad5	APPROVED	2024-01-11T09:13:11.891	2024-01-11T09:18:31.333	+	
https://i.ibb.co/VprcpHZ/Andrena-bicolor-84691158-1-hard.jpg	fulva	"""fulva"""	bicolor				https://platform.toloka.ai/task/42703863/00028b9bf7--659fb1278dfe8b62f2705c34	3c203354-3176-414d-a5b2-39e279b63b7c	00028b9bf7--659fb1278dfe8b62f2705c34	00028b9bf7--659e805a1fcbb54836cfa7a3	205bcb805c4693ca2c441d8067e23ad5	APPROVED	2024-01-11T09:13:11.891	2024-01-11T09:18:31.333	+	
https://i.ibb.co/fF1RpDL/Andrena-flavipes-40178244-1-easy.jpg	flavipes	"""flavipes"""	flavipes				https://platform.toloka.ai/task/42703863/00028b9bf7--659fb1278dfe8b62f2705c34	68ae9628-6e3c-4dfc-bd63-876c4e8576ad	00028b9bf7--659fb1278dfe8b62f2705c34	00028b9bf7--659e805a1fcbb54836cfa7a3	205bcb805c4693ca2c441d8067e23ad5	APPROVED	2024-01-11T09:13:11.891	2024-01-11T09:18:31.333	+	
https://i.ibb.co/B4CMYZt/Andrena-fulva-89492509-1-hard.jpg	fulva	"""fulva"""	fulva				https://platform.toloka.ai/task/42703863/00028b9bf7--659fb1278dfe8b62f2705c34	0d72c3c5-4dcb-41b4-abe4-fc88ff3f9c32	00028b9bf7--659fb1278dfe8b62f2705c34	00028b9bf7--659e805a1fcbb54836cfa7a3	205bcb805c4693ca2c441d8067e23ad5	APPROVED	2024-01-11T09:13:11.891	2024-01-11T09:18:31.333	+	
https://i.ibb.co/5YM103j/Andrena-flavipes-74766389-2-hard.jpg	bicolor	"""bicolor"""	flavipes				https://platform.toloka.ai/task/42703863/00028b9bf7--659fb1278dfe8b62f2705c34	f37166d5-3b7a-4300-8ac6-376f04e03eee	00028b9bf7--659fb1278dfe8b62f2705c34	00028b9bf7--659e805a1fcbb54836cfa7a3	205bcb805c4693ca2c441d8067e23ad5	APPROVED	2024-01-11T09:13:11.891	2024-01-11T09:18:31.333	+	
https://i.ibb.co/HgKqJZc/Andrena-fulva-90803821-3-hard.jpg	fulva	"""fulva"""	fulva				https://platform.toloka.ai/task/42703863/00028b9bf7--659fb1278dfe8b62f2705c34	5927ef2d-9335-4d0e-97ee-ac897e780327	00028b9bf7--659fb1278dfe8b62f2705c34	00028b9bf7--659e805a1fcbb54836cfa7a3	205bcb805c4693ca2c441d8067e23ad5	APPROVED	2024-01-11T09:13:11.891	2024-01-11T09:18:31.333	+	
https://i.ibb.co/FBQQzRW/Andrena-fulva-70057243-5-easy-orange-brown.jpg	fulva	"""fulva"""	fulva				https://platform.toloka.ai/task/42703863/00028b9bf7--659fb1278dfe8b62f2705c34	9736b9c1-0628-499e-bc71-fdd01d13b19e	00028b9bf7--659fb1278dfe8b62f2705c34	00028b9bf7--659e805a1fcbb54836cfa7a3	205bcb805c4693ca2c441d8067e23ad5	APPROVED	2024-01-11T09:13:11.891	2024-01-11T09:18:31.333	+	
https://i.ibb.co/yhZk39x/Andrena-fulva-83947290-1-hard-wrong-bic.jpg	bicolor	"""bicolor"""	fulva				https://platform.toloka.ai/task/42703863/00028b9bf7--659fb1278dfe8b62f2705c34	0f0e1c87-6547-4919-8f2d-00b070554b6d	00028b9bf7--659fb1278dfe8b62f2705c34	00028b9bf7--659e805a1fcbb54836cfa7a3	205bcb805c4693ca2c441d8067e23ad5	APPROVED	2024-01-11T09:13:11.891	2024-01-11T09:18:31.333	+	
https://i.ibb.co/9H0NMWc/Andrena-bicolor-42078638-2-hard-wrong-ful-orange-brown.jpg	fulva	"""fulva"""	bicolor				https://platform.toloka.ai/task/42703863/00028b9bf7--659fb1278dfe8b62f2705c34	d012b5cf-f186-4e8a-a2f8-e548819d2b4a	00028b9bf7--659fb1278dfe8b62f2705c34	00028b9bf7--659e805a1fcbb54836cfa7a3	205bcb805c4693ca2c441d8067e23ad5	APPROVED	2024-01-11T09:13:11.891	2024-01-11T09:18:31.333	+	
https://i.ibb.co/d4jBnNH/Andrena-flavipes-11582465-1-hard-corr.jpg	flavipes	"""flavipes"""	flavipes				https://platform.toloka.ai/task/42703863/00028b9bf7--659fb1278dfe8b62f2705c34	2dad9c78-bdb1-4dee-9e36-8d22901e6cb7	00028b9bf7--659fb1278dfe8b62f2705c34	00028b9bf7--659e805a1fcbb54836cfa7a3	205bcb805c4693ca2c441d8067e23ad5	APPROVED	2024-01-11T09:13:11.891	2024-01-11T09:18:31.333	+	
https://i.ibb.co/Qm3YSgk/Andrena-bicolor-43644050-1-hard-corr-brown.jpg	bicolor	"""bicolor"""	bicolor				https://platform.toloka.ai/task/42703863/00028b9bf7--659fb1278dfe8b62f2705c34	2a1146c2-c199-4f9b-93db-ca0c5c17eaba	00028b9bf7--659fb1278dfe8b62f2705c34	00028b9bf7--659e805a1fcbb54836cfa7a3	205bcb805c4693ca2c441d8067e23ad5	APPROVED	2024-01-11T09:13:11.891	2024-01-11T09:18:31.333	+	
https://i.ibb.co/Zd5fStP/Andrena-bicolor-39748872-3-easy-brown.jpg	bicolor	"""bicolor"""	bicolor				https://platform.toloka.ai/task/42703863/00028b9bf7--659fb1278dfe8b62f2705c34	cc272439-b65b-4ac2-abaf-f4a52c4530b6	00028b9bf7--659fb1278dfe8b62f2705c34	00028b9bf7--659e805a1fcbb54836cfa7a3	205bcb805c4693ca2c441d8067e23ad5	APPROVED	2024-01-11T09:13:11.891	2024-01-11T09:18:31.333	+	
https://i.ibb.co/tKMjRkT/Andrena-flavipes-70512188-3-hard-corr.jpg	flavipes	"""flavipes"""	flavipes				https://platform.toloka.ai/task/42703863/00028b9bf7--659fb1278dfe8b62f2705c34	142d0578-0b35-4062-972b-250627a41ba1	00028b9bf7--659fb1278dfe8b62f2705c34	00028b9bf7--659e805a1fcbb54836cfa7a3	205bcb805c4693ca2c441d8067e23ad5	APPROVED	2024-01-11T09:13:11.891	2024-01-11T09:18:31.333	+	
