INPUT:image	OUTPUT:result	OUTPUT:first_answer	GOLDEN:result	GOLDEN:first_answer	HINT:text	HINT:default_language	ASSIGNMENT:link	ASSIGNMENT:task_id	ASSIGNMENT:assignment_id	ASSIGNMENT:worker_id	ASSIGNMENT:status	ASSIGNMENT:started	ACCEPT:verdict	ACCEPT:comment
https://i.ibb.co/4Vc0mdt/Andrena-flavipes-86140038-1-hard.jpg	bicolor	"""bicolor"""	flavipes				https://platform.toloka.ai/task/42703865/00028b9bf9--659fb1358dfe8b62f2705e7f	6542a160-ea1f-4267-bb78-9906de0866d3	00028b9bf9--659fb1358dfe8b62f2705e7f	6e4f948837b54a8c729eecf9ba37cb94	SUBMITTED	2024-01-11T09:13:25.243		
https://i.ibb.co/j39BvXS/Andrena-flavipes-91695281-1-hard.jpg	flavipes	"""flavipes"""	flavipes				https://platform.toloka.ai/task/42703865/00028b9bf9--659fb1358dfe8b62f2705e7f	89b44fa6-9d90-42f0-ae90-3e18ce84c834	00028b9bf9--659fb1358dfe8b62f2705e7f	6e4f948837b54a8c729eecf9ba37cb94	SUBMITTED	2024-01-11T09:13:25.243		
https://i.ibb.co/ZTKtfRq/Andrena-fulva-41818491-1-easy.jpg	fulva	"""fulva"""	fulva				https://platform.toloka.ai/task/42703865/00028b9bf9--659fb1358dfe8b62f2705e7f	764a1a85-8ebe-4c27-8e7b-3c93ea38374b	00028b9bf9--659fb1358dfe8b62f2705e7f	6e4f948837b54a8c729eecf9ba37cb94	SUBMITTED	2024-01-11T09:13:25.243		
https://i.ibb.co/fF1RpDL/Andrena-flavipes-40178244-1-easy.jpg	bicolor	"""bicolor"""	flavipes				https://platform.toloka.ai/task/42703865/00028b9bf9--659fb1358dfe8b62f2705e7f	e0010d22-01df-461e-930c-03aea9300909	00028b9bf9--659fb1358dfe8b62f2705e7f	6e4f948837b54a8c729eecf9ba37cb94	SUBMITTED	2024-01-11T09:13:25.243		
https://i.ibb.co/0yRDcXT/Andrena-flavipes-75178065-1-hard.jpg	flavipes	"""flavipes"""	flavipes				https://platform.toloka.ai/task/42703865/00028b9bf9--659fb1358dfe8b62f2705e7f	c85bfdc1-855e-4f94-8b0c-936ce581cc65	00028b9bf9--659fb1358dfe8b62f2705e7f	6e4f948837b54a8c729eecf9ba37cb94	SUBMITTED	2024-01-11T09:13:25.243		
https://i.ibb.co/wCMSPCK/Andrena-fulva-43172780-1-easy.jpg	flavipes	"""flavipes"""	fulva				https://platform.toloka.ai/task/42703865/00028b9bf9--659fb1358dfe8b62f2705e7f	41dddc2d-a48f-4a29-993f-8babf3c0bc51	00028b9bf9--659fb1358dfe8b62f2705e7f	6e4f948837b54a8c729eecf9ba37cb94	SUBMITTED	2024-01-11T09:13:25.243		
https://i.ibb.co/znwNL0b/Andrena-fulva-25074448-1-hard.jpg	fulva	"""fulva"""	fulva				https://platform.toloka.ai/task/42703865/00028b9bf9--659fb1358dfe8b62f2705e7f	e2be9966-17e5-4665-a47e-53f3d3cf519b	00028b9bf9--659fb1358dfe8b62f2705e7f	6e4f948837b54a8c729eecf9ba37cb94	SUBMITTED	2024-01-11T09:13:25.243		
https://i.ibb.co/x5vw5WM/Andrena-flavipes-41750715-1-easy.jpg	flavipes	"""flavipes"""	flavipes				https://platform.toloka.ai/task/42703865/00028b9bf9--659fb1358dfe8b62f2705e7f	ab5cacd8-95fc-4cd5-9f31-b9a2366850b8	00028b9bf9--659fb1358dfe8b62f2705e7f	6e4f948837b54a8c729eecf9ba37cb94	SUBMITTED	2024-01-11T09:13:25.243		
https://i.ibb.co/KDJGXgx/Andrena-flavipes-41517541-1-easy.jpg	flavipes	"""flavipes"""	flavipes				https://platform.toloka.ai/task/42703865/00028b9bf9--659fb1358dfe8b62f2705e7f	cce69e93-9a7a-4893-b355-47eb38c35b2c	00028b9bf9--659fb1358dfe8b62f2705e7f	6e4f948837b54a8c729eecf9ba37cb94	SUBMITTED	2024-01-11T09:13:25.243		
https://i.ibb.co/3zm4s0T/Andrena-fulva-98383613-1-hard.jpg	fulva	"""fulva"""	fulva				https://platform.toloka.ai/task/42703865/00028b9bf9--659fb1358dfe8b62f2705e7f	4dd3de02-285c-4d68-a748-7f87d8e86aed	00028b9bf9--659fb1358dfe8b62f2705e7f	6e4f948837b54a8c729eecf9ba37cb94	SUBMITTED	2024-01-11T09:13:25.243		
