INPUT:image	OUTPUT:result	OUTPUT:first_answer	GOLDEN:result	GOLDEN:first_answer	HINT:text	HINT:default_language	ASSIGNMENT:link	ASSIGNMENT:task_id	ASSIGNMENT:assignment_id	ASSIGNMENT:worker_id	ASSIGNMENT:status	ASSIGNMENT:started	ACCEPT:verdict	ACCEPT:comment
https://i.ibb.co/4S0sVTm/Andrena-fulva-70388239-1-easy.jpg	fulva	"""fulva"""	fulva				https://platform.toloka.ai/task/42766892/00028c922c--65bbd8317e61f1055b0ed0c7	ccf09a63-d409-4422-ae14-2cc37e467da0	00028c922c--65bbd8317e61f1055b0ed0c7	d5ad40c96b671472cac78f2e49b5b1b8	SUBMITTED	2024-02-01T17:43:13.873		
https://i.ibb.co/dfZb8j6/Andrena-fulva-25074448-1-hard-corr.jpg	fulva	"""fulva"""	fulva				https://platform.toloka.ai/task/42766892/00028c922c--65bbd8317e61f1055b0ed0c7	be380f56-09df-4dd6-bd3b-8aead86eb94c	00028c922c--65bbd8317e61f1055b0ed0c7	d5ad40c96b671472cac78f2e49b5b1b8	SUBMITTED	2024-02-01T17:43:13.873		
https://i.ibb.co/wrJYT80/Andrena-flavipes-74134704-3-hard-corr.jpg	bicolor	"""bicolor"""	flavipes				https://platform.toloka.ai/task/42766892/00028c922c--65bbd8317e61f1055b0ed0c7	8ee60572-fc8d-4b32-bf0b-b51d933f348b	00028c922c--65bbd8317e61f1055b0ed0c7	d5ad40c96b671472cac78f2e49b5b1b8	SUBMITTED	2024-02-01T17:43:13.873		
https://i.ibb.co/dMVZ742/Andrena-flavipes-49603112-1-easy.jpg	flavipes	"""flavipes"""	flavipes				https://platform.toloka.ai/task/42766892/00028c922c--65bbd8317e61f1055b0ed0c7	c41216af-60fc-4c06-bdde-294d5893dcdf	00028c922c--65bbd8317e61f1055b0ed0c7	d5ad40c96b671472cac78f2e49b5b1b8	SUBMITTED	2024-02-01T17:43:13.873		
https://i.ibb.co/R3nHyDM/Andrena-bicolor-40186737-3-easy.jpg	flavipes	"""flavipes"""	bicolor				https://platform.toloka.ai/task/42766892/00028c922c--65bbd8317e61f1055b0ed0c7	88baacb8-faa4-4d9c-a9fb-2ef35ca9decd	00028c922c--65bbd8317e61f1055b0ed0c7	d5ad40c96b671472cac78f2e49b5b1b8	SUBMITTED	2024-02-01T17:43:13.873		
https://i.ibb.co/n8DXKnf/Andrena-flavipes-74766389-2-hard-corr.jpg	bicolor	"""bicolor"""	flavipes				https://platform.toloka.ai/task/42766892/00028c922c--65bbd8317e61f1055b0ed0c7	a7ff42b8-d2e2-44a5-b7a4-a6d984a333ca	00028c922c--65bbd8317e61f1055b0ed0c7	d5ad40c96b671472cac78f2e49b5b1b8	SUBMITTED	2024-02-01T17:43:13.873		
https://i.ibb.co/ZYdWQsV/Andrena-flavipes-50557228-1-easy.jpg	flavipes	"""flavipes"""	flavipes				https://platform.toloka.ai/task/42766892/00028c922c--65bbd8317e61f1055b0ed0c7	2f6d7a8c-f3d7-4578-a54c-ed6a0ca67cf1	00028c922c--65bbd8317e61f1055b0ed0c7	d5ad40c96b671472cac78f2e49b5b1b8	SUBMITTED	2024-02-01T17:43:13.873		
https://i.ibb.co/HGpYtv0/Andrena-fulva-41775092-1-easy.jpg	fulva	"""fulva"""	fulva				https://platform.toloka.ai/task/42766892/00028c922c--65bbd8317e61f1055b0ed0c7	2cafff12-e42c-49e6-8f9b-e1d252af54ca	00028c922c--65bbd8317e61f1055b0ed0c7	d5ad40c96b671472cac78f2e49b5b1b8	SUBMITTED	2024-02-01T17:43:13.873		
https://i.ibb.co/9gJTwdf/Andrena-bicolor-42078638-2-hard-wrong.jpg	bicolor	"""bicolor"""	bicolor				https://platform.toloka.ai/task/42766892/00028c922c--65bbd8317e61f1055b0ed0c7	f02ccf24-aad1-4564-9e42-4fa98845273d	00028c922c--65bbd8317e61f1055b0ed0c7	d5ad40c96b671472cac78f2e49b5b1b8	SUBMITTED	2024-02-01T17:43:13.873		
https://i.ibb.co/W2fySWs/Andrena-fulva-90803821-3-hard-corr.jpg	fulva	"""fulva"""	fulva				https://platform.toloka.ai/task/42766892/00028c922c--65bbd8317e61f1055b0ed0c7	36ebef41-314a-4879-9a3c-ccf0e5dae73f	00028c922c--65bbd8317e61f1055b0ed0c7	d5ad40c96b671472cac78f2e49b5b1b8	SUBMITTED	2024-02-01T17:43:13.873		
https://i.ibb.co/52N4Jmj/Andrena-fulva-70388818-1-easy.jpg	fulva	"""fulva"""	fulva				https://platform.toloka.ai/task/42766892/00028c922c--65bbd8317e61f1055b0ed0c7	92d08d4f-6d8b-4289-9fb4-331782396db8	00028c922c--65bbd8317e61f1055b0ed0c7	d5ad40c96b671472cac78f2e49b5b1b8	SUBMITTED	2024-02-01T17:43:13.873		
https://i.ibb.co/g3gsTmw/Andrena-fulva-83947290-1-hard-wrong.jpg	bicolor	"""bicolor"""	fulva				https://platform.toloka.ai/task/42766892/00028c922c--65bbd8317e61f1055b0ed0c7	5f6c6f17-ac07-4014-8843-1c1ca3568f17	00028c922c--65bbd8317e61f1055b0ed0c7	d5ad40c96b671472cac78f2e49b5b1b8	SUBMITTED	2024-02-01T17:43:13.873		
https://i.ibb.co/8BkZHzZ/Andrena-fulva-41623103-3-easy.jpg	fulva	"""fulva"""	fulva				https://platform.toloka.ai/task/42766892/00028c922c--65bbd8317e61f1055b0ed0c7	a1c73935-8e38-4ea4-8804-802bd93f465e	00028c922c--65bbd8317e61f1055b0ed0c7	d5ad40c96b671472cac78f2e49b5b1b8	SUBMITTED	2024-02-01T17:43:13.873		
